Education,Marital_Status,Income,Kidhome,Teenhome,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,TotalSpending,NumPurchases,cluster
PhD,Married,85844.0,0,0,62,1,6,6,7,2,0,0,1,0,0,0,0,52,1958,20,2
PhD,Single,39190.0,1,0,91,2,2,1,4,5,0,0,0,0,0,0,0,51,133,9,1
Graduation,Together,71367.0,0,0,24,1,4,5,7,2,0,0,0,0,0,0,0,66,777,17,2
PhD,Single,38578.0,1,1,2,3,3,0,3,8,0,0,0,0,0,0,0,53,73,9,1
PhD,Married,57236.0,1,1,22,3,2,1,4,3,0,0,0,0,0,0,0,60,121,10,1
Graduation,Single,61825.0,0,1,56,1,4,2,8,4,0,0,0,0,0,0,0,46,424,15,2
Graduation,Divorced,79803.0,0,1,54,1,4,3,5,1,0,0,0,0,0,0,0,67,868,13,2
2n Cycle,Single,80910.0,0,0,71,1,3,3,8,1,0,0,0,0,0,0,0,39,756,15,2
Master,Together,27590.0,1,0,38,1,1,0,2,7,0,0,0,0,0,0,0,43,12,4,1
Graduation,Married,56775.0,0,1,62,2,5,8,10,5,0,0,0,0,0,0,0,46,937,25,2
Graduation,Divorced,83829.0,0,0,78,0,4,7,6,1,1,0,1,1,0,0,1,50,1862,17,2
2n Cycle,Married,54210.0,0,1,18,2,4,1,7,5,0,0,0,0,0,0,0,46,367,14,0
Graduation,Married,38508.0,1,0,95,6,7,2,5,8,0,0,0,0,0,0,0,39,443,20,0
Graduation,Together,53187.0,1,0,66,2,4,1,6,5,0,0,0,0,0,0,0,55,267,13,1
Graduation,Married,30023.0,1,0,28,1,2,0,3,8,0,0,0,0,0,0,0,53,61,6,1
PhD,Single,76045.0,0,0,78,1,4,5,11,2,0,0,0,1,0,0,0,65,1323,21,2
PhD,Married,50870.0,0,1,13,1,2,0,3,5,0,0,0,0,0,0,0,73,63,6,1
2n Cycle,Married,15315.0,0,0,27,2,2,0,4,5,0,0,0,0,0,0,0,55,64,8,1
2n Cycle,Married,65463.0,1,0,17,2,6,2,9,5,0,1,0,0,0,0,0,51,562,19,0
Graduation,Married,66480.0,1,1,71,7,4,1,7,4,0,0,0,0,0,0,0,60,312,19,0
Graduation,Divorced,76773.0,0,0,79,1,2,2,11,1,0,0,0,0,0,0,0,71,1156,16,2
2n Cycle,Single,81698.0,0,0,1,1,8,2,5,5,0,0,0,1,0,0,1,42,1104,16,2
PhD,Single,54466.0,1,1,78,1,1,0,2,5,0,0,0,0,0,0,0,52,16,4,1
Master,Single,98777.0,0,0,23,0,4,6,9,1,0,1,0,0,0,0,0,65,2008,19,2
PhD,Single,16269.0,1,0,75,3,3,0,3,8,0,0,0,0,0,0,0,41,44,9,1
Graduation,Together,71819.0,0,1,70,3,3,3,5,6,0,1,1,0,0,0,0,54,1574,14,2
PhD,Married,33569.0,1,0,10,1,1,1,2,8,1,0,0,0,0,0,1,42,63,5,1
Master,Married,36262.0,0,0,24,1,3,5,3,6,1,0,0,0,0,0,1,42,426,12,1
Basic,Together,22634.0,0,0,47,1,2,1,2,8,0,0,0,0,0,0,0,59,96,6,1
2n Cycle,Married,47025.0,0,1,98,5,11,1,6,9,0,0,0,0,0,0,0,47,635,23,0
Graduation,Single,70566.0,0,1,4,2,6,5,9,3,0,0,0,0,0,0,0,57,757,22,2
PhD,Married,31605.0,1,0,15,2,2,1,4,7,0,0,0,0,0,0,0,46,125,9,1
Master,Divorced,52034.0,1,1,67,5,4,2,5,7,0,0,0,0,0,0,0,52,332,16,0
Graduation,Single,48526.0,1,0,32,1,2,1,4,3,0,0,0,0,0,0,0,46,135,8,1
Graduation,Married,46734.0,0,1,40,2,6,1,5,7,0,0,0,0,0,0,0,71,330,14,0
Graduation,Divorced,39552.0,1,1,54,7,6,2,5,8,0,0,0,0,0,0,1,63,384,20,0
Graduation,Single,86358.0,1,1,78,4,5,3,6,8,0,0,0,0,0,0,0,59,1722,18,0
Graduation,Together,46931.0,2,1,94,2,1,1,3,3,0,0,0,0,0,0,0,48,78,7,1
Basic,Single,16581.0,0,0,51,1,0,0,3,4,0,0,0,0,0,0,0,40,24,4,1
2n Cycle,Divorced,63998.0,0,0,42,1,7,6,11,4,0,0,0,0,0,0,1,73,1168,25,2
Master,Married,67381.0,0,1,67,4,2,2,9,7,0,1,0,0,0,0,0,74,957,17,0
Graduation,Single,25930.0,1,1,87,1,1,0,2,7,0,0,0,0,0,0,0,58,15,4,1
Graduation,Married,42693.0,1,0,29,1,1,0,3,5,0,0,0,0,0,0,0,47,57,5,1
Graduation,Together,85606.0,0,1,89,2,6,7,9,3,0,0,0,1,0,0,0,49,1956,24,2
Graduation,Single,72903.0,0,0,74,1,7,5,8,4,0,1,1,1,0,0,1,40,2013,21,2
2n Cycle,Together,49669.0,1,0,97,2,5,1,6,6,0,0,0,0,0,0,0,51,326,14,1
PhD,Married,36778.0,1,1,63,3,3,0,3,9,0,0,0,0,0,0,0,57,77,9,1
PhD,Divorced,85696.0,0,0,88,1,4,6,9,1,0,0,0,0,0,0,1,63,1313,20,2
Master,Divorced,10979.0,0,0,34,2,3,0,3,5,0,0,0,0,0,0,0,36,30,8,1
Graduation,Married,49678.0,0,1,81,2,6,2,4,7,0,0,0,0,0,0,0,64,315,14,0
Master,Together,56129.0,0,1,65,4,6,2,10,4,0,0,0,0,0,0,0,72,660,22,0
Graduation,Married,37155.0,1,0,51,1,2,0,4,5,0,0,0,0,0,0,0,36,74,7,1
2n Cycle,Divorced,21282.0,1,0,76,2,2,1,2,6,0,0,0,0,0,0,0,47,46,7,1
PhD,Single,33419.0,0,1,76,2,2,0,4,7,0,0,0,0,0,0,0,63,86,8,1
Graduation,Widow,63285.0,0,0,84,1,6,5,13,3,0,0,0,0,0,0,0,80,1103,25,2
Master,Together,21255.0,1,0,56,4,2,1,4,4,0,0,0,0,0,0,0,51,61,11,1
Graduation,Together,42162.0,1,0,31,2,3,1,3,6,1,0,0,0,0,0,1,44,145,9,1
Graduation,Together,54450.0,1,1,0,12,9,2,8,8,0,0,0,0,0,0,0,69,684,31,0
PhD,Married,57744.0,0,1,91,2,9,1,4,8,0,0,0,0,0,0,0,71,411,16,0
Graduation,Single,26576.0,1,0,40,1,1,0,2,9,1,0,0,0,0,0,1,39,27,4,1
PhD,Widow,57513.0,0,0,59,2,9,3,13,6,0,0,0,0,0,0,0,82,1060,27,0
Graduation,Together,68142.0,0,1,96,3,10,4,7,6,0,0,0,0,0,0,0,61,1459,24,0
Graduation,Married,7500.0,0,1,61,1,1,0,2,8,0,0,0,0,0,0,0,46,18,4,1
Graduation,Together,83145.0,0,0,14,1,5,9,11,2,0,0,1,0,0,0,1,51,1833,26,2
Master,Married,54197.0,0,1,16,2,1,3,6,1,0,0,0,0,0,0,0,65,237,12,2
PhD,Single,23091.0,1,1,98,4,2,1,3,7,0,0,0,0,0,0,0,62,48,10,1
Graduation,Married,46049.0,1,1,11,10,5,2,9,7,0,0,0,0,0,0,1,49,515,26,0
Graduation,Together,56715.0,0,0,52,1,7,3,4,4,0,0,0,0,0,0,0,51,1020,15,2
Graduation,Married,79410.0,0,0,19,1,3,2,5,1,0,0,0,0,0,0,0,64,1370,11,2
Graduation,Married,57304.0,0,1,61,2,7,6,10,5,0,0,0,0,0,0,0,74,1026,25,2
Graduation,Married,44375.0,0,1,73,1,4,1,6,5,0,0,0,0,0,0,0,60,301,12,1
Graduation,Together,54450.0,1,1,0,12,9,2,8,8,0,0,0,0,0,0,0,69,684,31,0
Graduation,Married,59594.0,0,1,74,1,8,1,7,7,0,1,0,0,0,0,0,60,499,17,0
Graduation,Together,80685.0,0,0,55,1,6,4,10,2,0,0,0,0,0,0,0,31,1004,21,2
PhD,Married,40344.0,0,1,48,2,4,1,5,7,0,0,0,0,0,0,0,51,218,12,1
Graduation,Married,62710.0,0,1,53,4,4,2,12,4,0,0,0,0,0,0,0,53,606,22,0
2n Cycle,Married,48985.0,0,1,13,1,1,1,3,3,0,0,0,0,0,0,0,57,75,6,1
Graduation,Together,35322.0,1,2,34,3,2,0,4,8,0,0,0,0,0,0,0,57,106,9,1
Graduation,Married,77142.0,0,0,54,1,4,4,8,2,0,0,0,0,0,0,0,77,990,17,2
Graduation,Single,81657.0,0,0,69,1,3,4,8,1,0,0,0,0,0,0,0,56,1097,16,2
Basic,Married,14421.0,0,0,81,1,1,0,2,5,1,0,0,0,0,0,0,29,16,4,1
2n Cycle,Married,20130.0,0,0,99,1,1,0,3,8,0,0,0,0,0,0,0,51,34,5,1
PhD,Married,74214.0,0,0,3,1,8,2,5,5,0,0,0,0,0,0,0,35,1711,16,2
Master,Married,66726.0,1,1,61,3,8,2,4,7,0,1,0,0,0,0,0,68,438,17,0
Basic,Together,23724.0,1,0,65,2,2,0,3,8,0,0,0,0,0,0,0,46,75,7,1
Master,Married,47353.0,0,1,93,3,2,2,6,5,0,0,0,0,0,0,0,65,225,13,1
Master,Married,33444.0,1,1,24,1,1,0,2,8,0,0,0,0,0,0,0,73,18,4,1
Graduation,Married,54386.0,0,1,8,2,3,2,10,3,0,0,0,0,0,0,0,44,470,17,2
Graduation,Divorced,28510.0,1,1,72,3,2,0,4,5,0,0,0,0,0,0,0,44,91,9,1
Master,Single,90638.0,0,0,29,1,3,4,10,1,0,0,1,0,0,0,0,34,2525,18,2
Graduation,Together,48070.0,0,1,33,3,8,2,6,7,0,0,0,0,0,1,0,75,504,19,0
Graduation,Married,43140.0,0,1,68,1,4,1,5,6,0,0,0,0,0,0,0,68,235,11,1
PhD,Divorced,54959.0,0,1,55,3,9,5,4,7,0,1,0,0,0,0,1,64,1232,21,0
Basic,Single,15056.0,1,1,76,5,2,2,3,5,0,0,0,0,0,0,0,67,88,12,1
Graduation,Single,26954.0,1,0,17,1,1,0,2,7,0,0,0,0,0,0,0,54,17,4,1
Graduation,Single,22327.0,1,0,94,1,1,0,3,5,0,0,0,0,0,0,0,40,24,5,1
Graduation,Married,44393.0,1,1,86,2,1,0,4,4,0,0,0,0,0,0,0,60,60,7,1
PhD,Single,62000.0,0,1,25,1,6,6,13,4,0,0,0,1,0,0,0,73,1020,26,2
PhD,Together,31497.0,0,1,22,2,3,1,4,8,0,0,0,0,0,0,0,63,155,10,1
2n Cycle,Married,45894.0,0,2,15,1,1,0,3,5,0,0,0,0,0,0,0,51,51,5,1
Master,Divorced,78579.0,0,0,35,1,5,6,4,3,0,0,0,0,0,0,1,55,1812,16,2
Master,Widow,67369.0,0,1,81,4,7,4,10,4,0,1,1,0,0,0,1,56,1461,25,2
Graduation,Divorced,58401.0,0,1,55,1,1,2,2,4,0,0,0,0,0,0,0,65,96,6,1
Graduation,Single,62307.0,0,1,94,1,4,0,4,5,0,0,0,0,0,0,0,73,160,9,1
Master,Married,43641.0,1,1,50,3,2,1,4,6,0,0,0,0,0,0,0,56,139,10,1
Master,Divorced,63841.0,0,1,64,1,9,3,9,6,0,0,0,0,0,0,0,57,908,22,0
2n Cycle,Married,46891.0,0,1,91,1,2,1,4,4,0,0,0,0,0,0,0,60,183,8,1
Master,Married,70091.0,1,0,11,2,5,2,10,8,0,1,0,0,0,0,0,56,1161,19,0
PhD,Married,78075.0,0,0,72,1,3,5,5,1,0,0,0,0,0,0,0,53,988,14,2
2n Cycle,Widow,59184.0,0,1,6,3,6,6,12,5,0,0,0,0,0,0,0,64,1072,27,2
Graduation,Married,54809.0,1,1,0,4,2,1,5,4,0,0,0,0,0,0,0,48,174,12,1
Graduation,Married,58113.0,0,1,66,3,9,2,8,7,0,0,0,0,0,1,0,66,758,22,0
Master,Married,51412.0,0,1,42,2,3,2,4,4,0,0,0,0,0,0,0,67,195,11,1
Graduation,Divorced,15287.0,1,0,60,2,1,1,2,7,1,0,0,0,0,0,1,46,31,6,1
Master,Together,66636.0,0,0,64,1,3,4,9,1,0,0,0,0,0,0,0,68,1084,17,2
Master,Married,50965.0,0,1,87,3,10,4,5,8,1,0,0,0,0,0,0,69,685,22,0
PhD,Married,84618.0,0,0,96,1,6,9,10,2,0,0,1,0,0,0,0,60,1672,26,2
Graduation,Married,18351.0,0,0,1,1,2,0,3,7,0,0,0,0,0,0,0,35,43,6,1
PhD,Together,40451.0,0,2,54,1,1,1,2,5,1,0,0,0,0,0,0,68,49,5,1
Graduation,Together,36317.0,0,1,53,2,3,0,4,7,0,0,0,0,0,0,0,60,133,9,1
Graduation,Together,42213.0,0,1,96,2,5,1,7,7,0,1,0,0,0,0,0,68,363,15,0
Graduation,Together,65748.0,0,1,58,2,2,4,10,1,0,0,0,0,0,1,0,70,545,18,2
Graduation,Together,77044.0,0,1,12,2,7,11,11,4,1,0,0,0,0,0,0,53,1065,31,2
Graduation,Together,74918.0,0,0,78,1,5,9,6,3,0,0,1,0,0,0,0,56,2047,21,2
Graduation,Married,56721.0,1,1,64,5,4,1,5,6,0,0,0,0,0,0,0,53,296,15,0
Graduation,Single,42160.0,1,1,26,4,2,1,4,6,0,0,0,0,0,0,1,50,140,11,1
Graduation,Single,61559.0,0,1,8,1,4,2,10,3,0,0,0,0,0,0,0,60,530,17,2
PhD,Together,33629.0,1,1,49,5,3,1,4,9,0,0,0,0,0,0,0,62,152,13,1
PhD,Together,68682.0,0,0,56,1,4,9,10,2,0,0,0,0,0,0,0,34,1598,24,2
Graduation,Single,34377.0,0,1,55,2,2,2,2,7,0,0,0,0,0,0,0,62,114,8,1
Basic,Single,8940.0,1,0,25,3,3,1,3,8,0,0,0,0,0,0,0,39,101,10,1
Graduation,Married,26228.0,1,0,50,1,1,0,2,8,0,0,0,0,0,0,0,52,25,4,1
2n Cycle,Divorced,77297.0,0,0,84,1,5,7,9,4,0,0,0,1,0,0,0,68,789,22,2
Graduation,Married,40211.0,1,1,30,2,2,1,2,8,1,0,0,0,0,0,0,44,87,7,1
PhD,Widow,33438.0,1,1,81,4,2,1,4,5,0,0,0,0,0,0,0,67,90,11,1
PhD,Married,75032.0,0,1,74,2,5,4,9,3,0,0,0,0,0,0,0,66,1215,20,2
PhD,Single,61284.0,0,0,76,1,11,2,8,6,0,1,0,0,0,0,0,70,811,22,0
Graduation,Married,22518.0,1,0,36,2,2,1,2,5,1,0,0,0,0,0,1,39,61,7,1
Master,Married,54730.0,0,1,64,5,4,1,8,4,0,0,0,0,0,0,0,50,405,18,0
Master,Married,38452.0,1,1,62,3,3,0,3,7,0,0,0,0,0,0,0,70,72,9,1
Graduation,Divorced,44421.0,1,1,53,5,5,0,4,8,0,0,0,0,0,0,0,54,189,14,1
PhD,Together,38197.0,1,0,86,1,1,0,3,5,0,0,0,0,0,0,0,39,40,5,1
Graduation,Divorced,41986.0,0,1,15,3,3,0,4,4,0,0,0,0,0,0,0,47,63,10,1
Graduation,Together,28427.0,1,0,67,2,2,0,3,8,0,0,0,0,0,0,0,42,52,7,1
PhD,Together,37395.0,1,0,47,1,1,0,3,6,0,0,0,0,0,0,0,49,39,5,1
Graduation,Married,64722.0,1,0,47,4,8,2,11,6,0,0,0,0,0,0,0,54,805,25,0
Master,Together,55249.0,0,1,81,1,2,1,4,3,0,0,0,0,0,0,0,69,130,8,1
Graduation,Together,84906.0,0,0,98,1,5,6,12,2,0,1,1,0,1,0,0,53,1631,24,2
Graduation,Married,28691.0,1,0,56,1,1,0,3,8,0,0,0,0,0,0,0,36,34,5,1
Graduation,Single,44213.0,1,1,48,4,2,1,5,6,0,0,0,0,0,0,0,73,152,12,1
Basic,Single,25707.0,1,0,18,1,1,0,3,7,0,0,0,0,0,0,0,41,21,5,1
PhD,Married,59062.0,2,1,74,2,2,0,3,4,0,0,0,0,0,0,0,58,71,7,1
Graduation,Single,76624.0,0,1,68,1,5,10,7,1,1,0,0,0,0,0,0,63,899,23,2
Master,Together,66000.0,0,0,36,1,1,3,5,1,0,0,0,0,0,0,0,78,711,10,2
PhD,Together,27683.0,1,0,90,4,6,2,4,8,0,0,0,0,0,0,0,47,351,16,0
Graduation,Divorced,1730.0,0,0,65,15,0,0,0,20,0,0,0,0,0,0,0,54,8,15,0
Basic,Single,7500.0,1,0,63,4,3,2,2,9,0,0,0,0,0,0,0,33,119,11,1
Graduation,Together,40521.0,1,1,82,1,0,1,2,5,0,0,0,0,0,0,0,57,21,4,1
PhD,Together,20427.0,1,0,63,1,1,0,2,8,0,0,0,0,0,0,0,52,10,4,1
Graduation,Married,65106.0,0,1,55,3,8,3,13,6,0,1,0,0,0,0,0,50,973,27,0
PhD,Married,69969.0,0,0,64,1,4,2,6,3,0,0,1,1,0,0,1,60,1536,13,2
Graduation,Married,67433.0,0,2,51,4,6,5,13,4,0,1,0,0,0,0,0,73,992,28,2
PhD,Married,77766.0,0,1,97,2,11,10,11,6,1,0,0,0,0,0,1,58,1529,34,2
Graduation,Married,74716.0,0,1,92,2,7,3,5,4,0,0,0,0,0,0,0,53,860,17,2
Graduation,Divorced,68118.0,0,1,51,2,8,9,4,6,0,0,0,0,0,0,0,62,928,23,2
PhD,Married,55158.0,1,1,72,4,7,2,5,7,0,0,0,0,0,0,1,55,418,18,0
2n Cycle,Married,62972.0,0,1,39,2,7,4,3,6,0,0,0,0,0,0,1,70,587,16,0
Graduation,Married,74190.0,0,1,49,2,4,2,11,2,0,0,0,0,0,0,0,50,641,19,2
Graduation,Married,39356.0,1,1,21,1,1,0,2,6,1,0,0,0,0,0,0,49,23,4,1
Graduation,Together,76653.0,0,0,91,1,4,7,11,2,0,0,1,1,0,0,0,56,2279,23,2
PhD,Divorced,35860.0,1,1,37,2,1,1,2,5,1,0,0,0,0,0,0,52,49,6,1
PhD,Divorced,90687.0,0,0,98,1,6,2,8,2,0,0,1,0,0,0,1,42,1779,17,2
Master,Together,73450.0,0,0,85,1,7,8,11,3,1,0,0,1,0,0,0,43,1804,27,2
Graduation,Married,31454.0,1,1,40,3,2,0,3,8,0,0,0,0,0,0,0,65,48,8,1
Graduation,Single,47139.0,1,1,2,2,2,1,2,7,0,0,0,0,0,0,1,73,83,7,1
Graduation,Divorced,83829.0,0,0,78,0,4,7,6,1,1,0,1,1,0,0,1,50,1862,17,2
PhD,Married,53378.0,1,1,41,10,9,4,6,8,0,0,0,0,0,0,1,62,793,29,0
Graduation,Together,19656.0,1,0,94,3,2,1,3,7,0,0,0,0,0,0,0,55,84,9,1
PhD,Married,45579.0,0,1,10,1,4,1,4,6,0,0,0,0,0,0,0,77,183,10,1
2n Cycle,Single,85485.0,0,0,73,1,6,6,6,2,0,0,0,0,0,0,0,67,1383,19,2
Graduation,Married,55956.0,0,0,22,2,7,3,4,4,0,1,0,0,0,0,0,81,999,16,2
Master,Single,64191.0,0,1,30,3,5,3,13,3,0,0,0,0,0,0,0,62,825,24,2
Graduation,Single,38808.0,1,0,21,4,5,1,4,8,1,0,0,0,0,0,1,53,246,14,1
Master,Married,57183.0,1,1,51,8,9,1,7,8,0,0,0,0,0,0,0,59,610,25,0
Master,Divorced,23748.0,1,0,97,3,2,1,3,8,0,0,0,0,0,0,0,57,76,9,1
Graduation,Married,66303.0,0,1,56,4,3,4,11,8,0,1,0,0,0,0,0,54,1286,22,0
Master,Married,37368.0,1,0,4,1,1,0,2,6,1,0,0,0,0,0,0,50,30,4,1
Graduation,Married,40800.0,1,2,77,2,3,0,3,7,0,0,0,0,0,1,0,61,99,8,1
Graduation,Divorced,71847.0,0,0,95,0,6,7,9,3,0,0,0,1,0,0,0,47,1192,22,2
Graduation,Married,46149.0,0,1,36,5,5,1,7,5,0,0,0,0,0,0,0,50,362,18,0
Graduation,Together,78687.0,0,0,13,1,4,6,8,2,0,0,1,0,0,0,1,42,2130,19,2
2n Cycle,Divorced,49118.0,0,0,90,2,9,7,10,7,0,1,0,0,1,0,1,54,1229,28,0
PhD,Married,37633.0,1,1,49,2,1,0,3,9,0,0,0,0,0,0,0,68,38,6,1
Master,Together,39767.0,0,0,18,2,7,1,7,8,0,0,0,0,0,0,0,74,485,17,0
Basic,Married,26997.0,0,0,89,2,4,2,5,7,0,0,0,0,0,0,0,74,434,13,1
Graduation,Divorced,33986.0,1,0,43,1,1,0,3,7,0,0,0,0,0,0,0,55,44,5,1
PhD,Married,57091.0,0,1,82,2,9,2,5,7,0,1,0,0,0,0,1,53,496,18,0
2n Cycle,Married,46831.0,1,1,84,2,1,2,2,4,0,0,0,0,0,0,0,56,78,7,1
Master,Married,83151.0,0,0,80,1,5,7,10,2,1,0,1,1,0,0,1,53,2346,23,2
Graduation,Married,52531.0,0,0,68,2,7,2,10,6,0,0,0,0,0,0,0,54,794,21,0
Graduation,Married,15759.0,0,0,12,1,1,0,2,7,0,0,0,0,0,0,0,69,17,4,1
Graduation,Single,22804.0,1,0,75,1,2,0,2,9,0,0,0,0,0,0,0,54,26,5,1
2n Cycle,Married,43050.0,1,0,10,2,2,0,4,5,0,0,0,0,0,0,0,52,76,8,1
PhD,Single,42997.0,1,1,91,1,1,0,2,7,0,0,0,0,0,0,0,48,15,4,1
PhD,Single,48918.0,1,1,21,2,1,0,4,4,0,0,0,0,0,0,0,62,62,7,1
Master,Together,60033.0,0,1,28,2,2,1,5,2,0,0,0,0,0,0,0,71,198,10,1
PhD,Together,34043.0,1,0,97,1,2,0,2,9,0,0,0,0,0,0,0,47,49,5,1
Graduation,Together,57811.0,0,1,49,5,7,2,11,5,0,1,0,0,0,0,0,59,802,25,0
Graduation,Married,78569.0,0,0,14,1,4,6,4,1,0,0,1,0,0,0,1,79,1736,15,2
Graduation,Single,7500.0,1,1,5,4,2,1,3,6,0,0,0,0,0,0,0,47,57,10,1
Master,Together,157733.0,1,0,37,0,1,0,1,1,0,0,0,0,0,0,0,54,59,2,1
Graduation,Together,94384.0,0,0,62,0,5,8,5,2,0,1,1,1,0,0,1,72,2302,18,2
2n Cycle,Married,23148.0,0,0,83,1,2,0,3,7,0,0,0,0,0,0,0,40,37,6,1
Graduation,Divorced,44267.0,1,1,48,5,5,2,4,9,0,0,0,0,0,0,0,55,310,16,0
Graduation,Married,71626.0,0,0,94,1,5,5,8,3,0,1,0,0,0,0,0,46,1305,19,2
Graduation,Together,60894.0,0,1,61,5,10,3,8,7,0,0,0,0,0,0,0,59,832,26,0
Graduation,Together,50200.0,1,1,70,6,7,1,5,8,0,0,0,0,0,0,0,49,401,19,0
PhD,Married,81051.0,0,0,43,1,5,5,12,2,0,1,1,0,0,0,0,60,1501,23,2
Graduation,Married,65169.0,0,0,23,1,10,4,13,6,1,0,1,1,1,0,1,43,1189,28,2
Graduation,Together,59868.0,0,1,37,7,11,2,12,6,0,0,0,0,0,0,0,53,1194,32,0
PhD,Married,65695.0,0,1,50,2,5,4,10,4,0,0,0,0,0,0,0,65,656,21,2
Master,Single,64857.0,0,0,78,1,7,5,10,4,0,0,0,0,0,0,0,69,1540,23,2
Master,Together,45143.0,0,1,74,3,6,1,5,7,0,0,0,0,0,0,0,60,311,15,0
2n Cycle,Together,74805.0,0,1,14,5,4,7,10,2,0,0,0,0,0,0,0,70,820,26,2
2n Cycle,Married,59060.0,1,0,77,3,3,1,7,4,0,0,0,0,0,0,0,36,274,14,1
PhD,Single,27238.0,1,1,39,3,3,0,3,9,0,0,0,0,0,0,0,63,57,9,1
Graduation,Together,47009.0,0,1,89,4,3,2,8,4,0,0,0,0,0,0,0,60,448,17,0
2n Cycle,Married,46094.0,1,1,62,1,1,0,3,7,0,0,0,0,0,0,0,52,44,5,1
Graduation,Married,40321.0,1,1,59,2,3,0,3,7,0,0,0,0,0,0,0,53,102,8,1
Graduation,Together,37235.0,1,0,68,1,1,1,2,4,0,0,0,0,0,0,0,41,61,5,1
Master,Married,81843.0,0,0,13,1,5,9,12,3,0,0,0,0,0,0,0,65,1643,27,2
Master,Together,46692.0,0,1,37,3,6,1,5,6,0,0,0,0,0,0,0,67,397,15,0
Graduation,Together,77382.0,0,1,36,2,5,7,12,1,0,0,1,0,0,0,0,57,1121,26,2
Graduation,Single,37774.0,2,0,28,4,7,2,3,9,1,0,0,0,0,1,1,48,473,16,1
Basic,Married,18393.0,1,0,2,2,3,0,3,8,0,0,0,0,0,0,0,51,50,8,1
Master,Married,72828.0,0,1,17,6,6,3,13,7,0,0,0,0,0,0,0,63,1678,28,0
Graduation,Married,24711.0,0,0,86,1,3,0,3,7,0,0,0,0,0,0,0,43,58,7,1
PhD,Married,45503.0,1,0,54,1,3,1,4,5,0,0,0,0,0,0,0,50,170,9,1
Master,Single,6560.0,0,0,2,0,1,0,1,17,0,0,0,0,0,0,0,43,373,2,1
PhD,Together,71604.0,0,0,3,1,8,3,5,4,1,0,0,0,0,0,1,80,1196,17,2
Graduation,Married,27244.0,1,0,84,2,2,2,2,7,0,0,0,0,0,0,0,46,101,8,1
Graduation,Married,48752.0,1,1,8,5,6,1,5,9,0,0,0,0,0,0,1,56,316,17,0
Graduation,Married,71434.0,0,1,4,3,7,4,7,4,0,1,0,1,0,0,0,63,1400,21,2
Graduation,Single,90842.0,0,0,57,1,4,9,13,1,0,0,0,0,0,0,0,77,1424,27,2
Master,Married,88097.0,1,0,24,1,6,5,8,9,0,1,1,1,0,0,1,47,844,20,0
Graduation,Married,51948.0,0,1,51,2,5,2,4,5,0,0,0,0,0,0,0,50,311,13,1
Graduation,Together,71853.0,0,0,29,1,2,8,6,1,0,0,0,0,0,0,0,43,1149,17,2
Master,Married,35876.0,0,0,13,1,3,1,3,6,0,0,0,0,0,0,0,42,129,8,1
Graduation,Widow,40049.0,0,1,23,1,1,0,3,6,0,0,0,0,0,0,0,73,32,5,1
Graduation,Single,39660.0,1,0,36,3,7,1,3,9,0,0,0,0,0,0,1,43,299,14,1
Graduation,Together,50127.0,0,1,88,1,5,1,6,6,0,1,0,0,0,0,0,63,320,13,1
Master,Married,43263.0,0,1,2,3,5,2,6,5,0,0,0,0,0,0,0,48,441,16,0
Master,Married,62845.0,1,1,3,11,3,4,10,8,0,1,0,0,0,0,1,76,1178,28,0
Graduation,Married,18929.0,0,0,15,1,1,0,4,6,0,0,0,0,0,0,0,35,85,6,1
Basic,Single,24367.0,1,0,58,1,1,0,2,9,0,0,0,0,0,0,0,43,24,4,1
Graduation,Single,33249.0,1,0,11,2,2,1,3,6,0,0,0,0,0,0,0,50,112,8,1
2n Cycle,Married,26887.0,0,1,27,1,1,0,3,6,0,0,0,0,0,0,0,66,30,5,1
PhD,Married,50150.0,0,0,32,2,5,2,7,5,0,0,0,0,0,0,0,42,410,16,0
Graduation,Together,62061.0,0,1,12,3,10,4,7,6,0,1,0,0,0,0,0,49,800,24,0
PhD,Divorced,85696.0,0,0,88,1,4,6,9,1,0,0,0,0,0,0,1,63,1313,20,2
PhD,Together,76542.0,0,0,91,1,4,8,10,2,0,0,0,0,0,0,0,69,1483,23,2
Graduation,Single,70515.0,0,0,12,1,6,6,4,2,0,0,0,0,0,0,1,32,1258,17,2
Graduation,Together,18227.0,1,0,21,1,0,1,2,8,0,0,0,0,0,0,0,38,28,4,1
Graduation,Married,69139.0,0,1,23,1,4,1,5,4,0,0,0,0,0,0,0,60,227,11,1
Graduation,Married,69109.0,0,0,10,1,6,6,7,4,0,0,1,0,0,0,1,43,1555,20,2
Graduation,Single,69627.0,0,1,35,2,8,2,11,5,0,0,0,0,0,0,0,63,861,23,0
Graduation,Married,38136.0,1,0,69,2,3,1,2,8,1,0,0,0,0,0,0,47,103,8,1
PhD,Single,62159.0,0,0,68,1,6,2,10,4,0,0,0,0,0,0,0,79,634,19,2
Graduation,Single,80695.0,0,0,85,1,5,8,5,2,0,0,0,0,0,0,0,62,1918,19,2
Master,Single,33316.0,1,1,34,3,2,1,4,6,0,0,0,0,0,0,0,54,131,10,1
